Cheonggyecheon, 126.97719697184132, 37.56940978818557
Cheonggyecheon, 126.97718575682364, 37.56906740772269
Cheonggyecheon, 126.98106836425943, 37.56885185524258
Cheonggyecheon, 126.98280591550329, 37.56872598170453
Cheonggyecheon, 126.98568112984819, 37.56819928298785
Cheonggyecheon, 126.98677347234377, 37.56801020132267
Cheonggyecheon, 126.98829591876323, 37.56795179734884
Cheonggyecheon, 126.99014094034949, 37.56804657039358
Cheonggyecheon, 126.99008996138602, 37.56836641959519
Cheonggyecheon, 126.98848829917591, 37.56825364982521
Cheonggyecheon, 126.98653571000186, 37.56833453289511
Cheonggyecheon, 126.98381330691622, 37.5688657784408
Cheonggyecheon, 126.98239833642567, 37.56907730991545
Cheonggyecheon, 126.97927978385209, 37.56928853771933
Cheonggyecheon, 126.97719697184155, 37.5694097881857

